"","x","y","date"
"777",4448406,2759230,2021-01-15
"778",4353423,2837840,2024-02-13
"779",4316218,2816268,2023-05-07
"780",4067589,3181739,2020-12-12
"781",4342293,3262616,2022-06-21
"782",4411775,2735746,2022-05-23
"783",4405805,3107008,2022-11-01
"784",4236248,3342062,2023-05-05
"785",4165605,3250850,2024-01-24
"786",4316287,2898241,2023-09-29
"787",4257968,3487225,2022-01-21
"788",4317847,3496518,2025-05-01
"789",4338628,3107956,2021-03-20
"790",4394153,3387720,2020-04-06
"791",4106145,3150506,2024-04-30
"792",4376587,2982516,2020-05-18
"793",4357815,3324778,2021-01-27
"794",4430464,2922304,2023-07-25
"795",4294222,3463899,2020-09-30
"796",4261764,3382855,2023-08-25
"797",4079617,3096245,2020-12-26
"798",4230790,2825227,2025-02-22
"799",4488688,3048009,2023-05-28
"800",4285524,3431271,2022-02-03
"801",4396045,3173134,2025-03-08
"802",4411225,3376306,2021-09-02
"803",4458190,3253558,2025-02-15
"804",4300576,3002392,2024-07-22
"805",4408503,2937649,2022-04-01
"806",4341228,3473425,2022-04-20
"807",4073866,3113313,2024-03-01
"808",4265157,3528869,2021-04-03
"809",4637190,3132873,2023-03-08
"810",4318125,3453612,2025-05-06
"811",4513998,2812400,2020-03-07
"812",4480425,2828790,2025-03-23
"813",4341103,2865154,2024-05-14
"814",4470519,2762469,2024-12-29
"815",4068914,2939838,2023-06-12
"816",4265637,3438136,2021-12-28
"817",4277080,3316996,2023-03-25
"818",4285172,3312766,2024-06-07
"819",4131233,3009129,2021-05-11
"820",4423196,3060156,2020-12-10
"821",4097655,2950809,2021-01-29
"822",4284444,3334516,2021-03-16
"823",4267418,2773495,2024-09-15
"824",4357015,2747419,2020-08-22
"825",4508643,3157653,2021-03-10
"826",4425337,3001415,2024-02-11
"827",4385412,2936451,2021-06-04
"828",4168799,2841005,2021-06-20
"829",4186372,3323077,2024-02-03
"830",4356120,2873712,2022-06-14
"831",4120028,2966517,2020-03-25
"832",4200081,2961678,2020-12-21
"833",4291701,2791151,2023-04-12
"834",4205410,3164150,2024-10-18
"835",4528381,3165253,2020-09-09
"836",4193310,3027387,2023-07-14
"837",4120180,3264969,2020-04-10
"838",4548055,3084353,2022-09-06
"839",4430498,2840194,2023-01-12
"840",4120165,2996340,2024-05-09
"841",4373207,3463078,2024-05-01
"842",4291430,2832914,2025-03-27
"843",4330625,3397448,2023-11-23
"844",4130640,3291840,2024-03-31
"845",4455916,3405562,2020-09-20
"846",4431536,3236972,2024-05-19
"847",4365856,2823153,2022-03-18
"848",4491526,3026415,2022-09-01
"849",4586735,3139978,2020-03-13
"850",4589758,3397494,2023-04-16
"851",4337545,3281203,2021-06-25
"852",4202093,3063015,2024-04-27
"853",4312396,2892789,2023-05-10
"854",4355841,2807977,2022-11-09
"855",4205828,2808314,2024-10-25
"856",4659912,3095893,2025-02-20
"857",4208466,3107376,2022-05-12
"858",4404315,3240819,2020-12-18
"859",4243259,3035892,2025-05-07
"860",4271706,3107982,2025-06-17
"861",4231025,3378846,2024-11-08
"862",4406783,3109806,2021-09-16
"863",4505206,2748511,2024-11-19
"864",4331812,2826174,2023-04-21
"865",4045656,3101871,2023-02-07
"866",4153471,3259297,2025-06-23
"867",4377523,3172068,2023-05-16
"868",4332174,2787417,2025-03-22
"869",4398423,3379396,2024-08-12
"870",4488384,3023555,2020-07-03
"871",4318629,2747507,2025-05-11
"872",4559170,2809203,2021-09-10
"873",4498610,3300037,2021-01-18
"874",4565954,3330674,2025-01-15
"875",4111507,3119155,2021-11-30
"876",4585119,3126545,2020-05-26
"877",4184418,2999638,2023-03-31
"878",4079303,3004517,2022-11-05
"879",4346577,3161138,2023-04-11
"880",4107640,3219706,2025-03-30
"881",4301787,2766100,2024-04-19
"882",4458777,2973990,2024-09-27
"883",4480482,2761517,2024-09-07
"884",4613153,3141502,2022-02-02
"885",4544262,3431642,2025-07-17
"886",4463506,3133059,2024-03-30
"887",4281256,3008062,2020-04-22
"888",4451284,2929063,2023-05-19
"889",4082636,3137540,2020-11-18
"890",4458157,3330139,2021-04-05
"891",4122941,3161397,2025-03-18
"892",4545327,3195852,2023-05-15
"893",4237054,3251234,2024-02-10
"894",4136432,3291294,2024-11-10
"895",4361038,3338607,2022-04-09
"896",4169076,3133184,2024-10-09
"897",4320911,3342054,2022-09-07
"898",4272632,3200629,2021-08-15
"899",4427709,3164374,2025-03-19
"900",4527737,2757207,2023-11-03
"901",4487402,3098275,2021-10-08
"902",4646108,3108362,2020-09-24
"903",4098621,3271766,2021-10-25
"904",4519216,3199931,2024-07-20
"905",4486455,3045446,2022-05-13
"906",4501798,3378621,2023-09-23
"907",4311396,2734908,2022-06-28
"908",4270553,3308328,2024-11-25
"909",4294599,3360227,2025-05-17
"910",4309063,3462057,2022-02-10
"911",4144095,3378860,2021-11-21
"912",4215505,2846807,2021-03-06
"913",4353695,2905276,2021-07-14
"914",4555093,3406341,2022-05-09
"915",4237810,3310725,2024-02-01
"916",4519628,2803140,2025-02-27
"917",4494094,3352372,2021-12-08
"918",4454591,3115350,2024-03-28
"919",4586526,3232956,2022-01-09
"920",4099333,3022706,2020-12-19
"921",4179145,2919580,2022-07-15
"922",4487677,3316776,2022-10-16
"923",4339738,3467848,2021-01-24
"924",4278457,3206128,2022-04-24
"925",4300045,3145210,2023-04-05
"926",4357004,3227797,2023-10-22
"927",4316885,3097776,2025-05-05
"928",4322270,3351518,2021-10-21
"929",4501615,2758813,2021-07-21
"930",4260328,2885245,2020-05-31
"931",4446348,3377714,2025-06-16
"932",4630798,3198724,2022-05-18
"933",4140671,3118925,2021-04-24
"934",4071938,3192933,2023-08-16
"935",4206346,2750028,2024-07-11
"936",4271626,3065405,2021-05-29
"937",4093996,3118402,2021-11-20
"938",4236539,3364095,2024-05-06
"939",4501235,2877331,2025-03-01
"940",4364135,3092719,2021-11-05
"941",4518957,2826984,2021-02-20
"942",4392398,3239706,2020-09-19
"943",4482227,3290213,2023-11-01
"944",4418607,3129085,2022-08-15
"945",4297078,3221611,2021-11-19
"946",4457170,3253966,2022-08-06
"947",4125742,3132782,2024-06-22
"948",4072534,3016504,2021-02-21
"949",4317047,3128655,2025-06-02
"950",4415320,3085994,2022-11-12
"951",4194659,2871436,2022-12-25
"952",4419413,3060218,2021-11-08
"953",4403561,2972904,2024-11-06
"954",4480538,3351293,2023-03-24
"955",4437138,3170696,2020-09-11
"956",4173562,3171359,2024-08-16
"957",4285563,3237480,2022-05-25
"958",4143266,3302063,2020-03-17
"959",4254276,3343580,2024-11-29
"960",4144269,3115758,2023-06-26
"961",4414994,3143979,2021-01-06
"962",4456999,3281313,2025-07-13
"963",4056166,3104949,2024-07-24
"964",4170499,3196432,2022-11-29
"965",4525365,3322417,2024-07-17
"966",4274993,3409017,2021-04-30
"967",4511849,2739519,2022-08-17
"968",4559399,3103388,2024-10-11
"969",4102827,3050970,2023-12-28
"970",4318472,3046734,2024-07-29
"971",4298421,3023781,2021-04-15
"972",4386918,2881386,2021-07-28
"973",4300450,3456664,2020-04-20
"974",4572364,3427248,2021-07-10
"975",4552059,3446926,2020-11-27
"976",4534485,3188974,2021-08-02
"977",4502648,2901296,2021-10-10
"978",4197093,2809402,2025-04-29
"979",4261228,2898486,2024-02-18
"980",4518321,3113506,2021-07-27
"981",4380136,2985293,2024-12-18
"982",4554430,3069228,2021-10-05
"983",4220676,2755847,2024-06-09
"984",4388734,2814541,2021-02-03
"985",4286721,3154461,2024-05-02
"986",4366929,3256357,2021-04-23
"987",4632626,3230989,2023-02-12
"988",4131573,3210558,2023-04-09
"989",4529011,2831790,2021-04-26
"990",4585283,3155658,2022-08-22
"991",4452337,3123396,2023-03-16
"992",4330958,2855534,2025-06-01
"993",4267003,3118035,2022-10-14
"994",4239919,3527690,2020-06-24
"995",4306597,2736158,2021-10-28
"996",4295576,3219321,2024-08-17
"997",4225219,3205049,2023-09-07
"998",4323175,2880322,2021-04-12
"999",4414664,3387536,2023-06-13
"1000",4495382,3399487,2021-08-11
